"COORDENADA_X","COORDENADA_Y","HORARIO","DESPACHO","ATENCION","DERIVACION"
61.6786117686251,67.7915687476199,1.83,3.45339899894498,8.02116203374171,4.64503856715144
35.4299085218972,99.203257471502,4.73,1.55283039479434,6.36919374278042,4.86956257511998
123.487408060221,44.3560481723093,5.2,12.6887748831958,18.649125997714,4.99524162983796
58.3819874769383,74.7582696187453,6,11.9884684253008,29.9076970846689,10.6628788772332
39.0550054350171,64.8248078327163,7.13,1.65783880432615,4.80980640379833,7.91530705568988
105.352821433152,97.28921089324,7.3,1.90524991727342,26.1611784859121,9.51125043833251
36.2494277283712,58.342024857495,7.32,4.72016454171957,14.2424117268001,24.7172457183897
81.3060649307128,59.3940765515822,7.37,0.935218895596969,26.2147625491135,3.74439125600465
51.0307257718168,69.7529711828628,7.55,1.44766190705706,25.6023061118359,11.1655783507565
52.9739133117537,44.0973520247884,7.6,4.86072643665647,4.52234161872603,23.3624861941328
60.4406330669221,60.1771155063361,7.75,4.49650245618783,7.63130954007888,16.3798030104133
18.5482804050263,-32.7539157184565,7.85,9.95965170376497,39.2017318992409,24.1080813883618
137.505532350176,28.4043252860997,7.9,4.3538390616924,17.5679366065322,6.22066157568582
116.61181225378,35.8949842747859,8.45,6.92423174358199,4.39311148044927,4.1240421330077
128.754464560448,27.4341129455813,8.53,9.35386617137829,8.95994151252603,11.5189577787665
139.906815236528,-6.86775820948574,8.6,11.6494721317692,26.615772257868,22.6980291046634
-15.0834208904164,108.224773273822,8.77,3.93372509179289,7.40889479142812,5.49210937969148
26.5537234679145,71.2735615054704,8.85,1.6415986661266,10.4923951622511,10.4986841526191
73.2735248515211,30.3735661244815,8.88,0.944962717442155,39.2863577909845,3.30499294013712
17.2857843990412,52.2357483936752,9.12,4.49919180793447,11.4684723102068,18.4455805704783
65.3359295848456,-0.945208920709249,9.12,2.40189688293709,27.794731519189,10.567816041384
53.7608736436774,14.4686400502697,9.22,3.5372061291561,20.3540995653518,18.1949795444948
25.3260558358366,57.5463623138393,9.27,4.46550901725683,27.3165745055806,7.46730863853811
131.471720283274,62.246178019177,9.43,0.892253576099583,9.76156602065534,4.29877684703979
146.535042202306,47.2909227449937,9.43,1.65060356923617,9.89835713743914,18.0110371324769
-16.402000103114,114.276669165301,9.57,7.2295265586826,26.7693012921427,17.8077126894556
31.6786555704166,92.5352430659167,9.97,6.66466088705043,4.65169141305018,19.4942887743485
67.6514752858148,-8.53857499958106,10.03,2.9137723002005,41.352833832114,20.4730135785434
46.6703603834987,85.0582986308593,10.05,7.03259038275063,18.3522406403052,17.4889652972617
69.1471752446741,52.1136613703516,10.25,12.12326710811,18.5461184573615,4.36811471595199
119.602944483502,-11.1019839928371,10.42,7.89251493059395,4.76464766240791,5.42374268259446
39.6980132316312,89.15222436504,10.5,0.718536920251763,4.89597808822607,11.1129437609484
49.1473754570195,61.80416203883,10.55,4.70613154928461,38.6495796808823,4.17062038818788
34.1402792770034,98.7395188931758,10.65,4.48961413111035,5.04811960610846,19.0508188015239
41.15867178352,36.9289112237217,10.68,0.644670319876205,12.2407250427455,3.54761774189366
45.5081618357102,50.6211481363718,10.92,1.84283611816951,6.31324453070872,28.6465071911543
140.927478671806,-12.3456329806027,10.98,3.75534925185376,6.78216901618425,3.99591711078339
33.4113348217215,52.2885696783626,11.38,2.99988655136462,20.679113934851,7.81709340283356
85.1611164984274,86.8839276934295,11.43,7.02054906445827,20.3451268759851,8.04152253462713
67.7040933424493,20.5569847461155,11.45,11.6763711576454,37.9280963216659,5.49518592527134
62.8960003797898,3.90179874453172,11.53,5.59297902120019,12.7773102525551,20.4257318566002
133.540999883447,2.50229084042667,11.57,2.43246702493558,6.02787145874631,18.2044432595091
77.561499157348,18.5852447912906,11.97,2.20859848153847,12.7604087812469,3.47273470886348
90.6560038017977,25.7220832486557,12.38,4.8777987382303,25.2766969394119,8.44958518856352
83.0020966412378,47.0670261478015,13.03,8.56283027220384,23.7131716348963,8.60038611959056
97.376439161172,34.3296429253594,13.07,2.21183371180418,10.0893068414966,18.3842616693446
26.9614398401682,-23.9521937529501,13.28,1.66752521008813,11.1691795935833,28.1016740795757
45.0180823074855,59.7604668466509,13.33,3.32668707119258,18.1785502649384,13.091868259596
105.167161573689,47.4483652430217,13.58,2.50843121633015,4.74330847335368,10.7749184278918
35.9961115883308,12.8556525156604,13.6,2.13014161410795,5.78746003711221,11.3284699989218
64.8927908122086,9.713670652716,13.87,0.70997272576366,14.2860204863029,3.91516837109431
114.037695469972,70.2175572552495,13.88,5.97611918471504,9.35564137824952,9.83344009404073
127.667622337921,-14.0388517767515,14,3.63490908183962,9.77008695823232,22.3809817843848
67.7226557433454,65.2118011407969,14.12,1.47550083148925,17.8582476786564,9.36696743453945
48.0911593647088,7.8862906671957,14.23,3.42209177073012,10.5665476434907,27.5946900663943
25.4742847221943,71.3314111654002,14.37,1.06155052243191,26.2980224949072,8.72724226533972
109.291186962344,45.3552593929605,14.38,2.21301928551183,15.9823225059963,10.7818050345373
44.7172128959084,49.2064318104016,14.4,0.924015141601499,39.0970048082711,6.15153437473821
64.2944324919925,41.7668875423901,14.5,6.5519034251637,31.4121813192886,7.49382563499719
32.181274260804,36.5917571465729,14.53,1.11893185857404,31.9381828647324,21.8165770822017
80.6735463705768,68.3979737129446,14.8,1.02319127521511,17.0148822641859,25.9808731443168
135.144738540093,-0.613665676352563,15,7.02301740856417,10.3350446084174,3.30995925985152
50.6029510462762,-0.819996186212169,15.17,1.86712329110874,8.87226679900446,16.7900679644465
54.8928043283927,5.31503944462154,15.77,4.00042868490692,5.2501424007974,7.84592190738576
54.1081629035459,-3.76547200810686,16,7.27008008209378,5.92887233488977,5.01725876510417
27.4582926836021,59.5737929509801,16.4,7.86334812096919,22.1121056579967,7.71294071338493
56.9819723176691,27.3983285351395,16.58,5.45853042363739,18.6555311735303,4.60516663296369
62.7206648423697,56.143880047225,16.73,2.08702094055466,9.07870814498814,7.93422963303943
59.9904309028558,33.2786854246523,16.93,0.901448395012951,10.336784358125,10.4535481742391
60.0513527898362,19.547718461004,17.67,3.57773388205576,11.8576362900486,14.1142622472025
36.1675235851702,35.7847340890106,17.95,6.58667948810276,25.5858086884105,25.8817836728892
132.804432361639,0.605972293885017,18.23,3.41698295957952,17.6190914440333,5.32956108769327
77.1941115379686,86.258818172775,18.73,3.59559294455075,5.14643281288344,28.5039524269282
124.553956400526,59.4222404152491,19.1,5.42545998344392,7.77049147785048,3.95192379379879
77.6423286540145,14.8440590515598,19.6,4.42725081860434,20.7469870901163,22.6765566117525
57.1655439510197,15.2444033090931,20.48,8.01063255142065,23.4804952867428,3.18736020764407
68.1962555970046,6.71769739327057,21.02,2.22098330104589,5.67151311679492,16.0717755902993
12.1953393209244,28.0824223538609,22.05,3.68720561113132,4.81629964464197,14.4034241967346
25.0856434521829,82.1484334564214,23.38,7.78411826407792,19.2254203284418,3.94753434285838
125.516723487168,-23.9498003673528,23.9,4.97515044438677,7.38807249377089,16.3592173525912
82.7290520731051,11.3671646834441,3.05,0.853213381829263,19.5764503374338,12.1975710694692
15.8022342410245,64.4038430193797,3.27,13.9832833313501,26.9201205614238,27.0098936668813
119.881818396288,41.1368049487469,5.32,1.85321809415713,7.27557268837979,3.29126676621791
-8.93028307585868,112.76705888278,5.55,9.74709784027082,16.2349998355158,19.7412623623061
56.2682768800845,40.4362954721937,6.55,8.98099862712645,4.34582267675487,5.32402030168251
45.2686764939383,39.1397702014394,8.9,5.6610404605689,4.8695642564357,8.05484576510289
62.7286158033739,59.0085639962677,9.07,4.75460918367454,10.967450638647,16.2415856884606
77.4712088977593,37.1387268915955,9.1,1.05997539355107,31.0033454196506,3.40869535685099
119.156265996392,74.2874572226831,9.22,2.2691489440557,32.6498202495297,19.1661866466113
99.2136979690153,59.023683887835,9.25,7.17215057561964,8.77465694437521,8.62331897490633
61.4330540175595,1.53578504921895,9.33,3.94527586854239,17.9805228952735,9.53417893927753
91.6310361877645,46.8221679638127,9.33,1.70786693281645,13.2493489946326,6.84066331891742
24.2352223947567,73.4955265856723,9.53,6.68075597989485,15.4900684337692,9.18414976588408
37.3878257875409,101.644138112913,9.6,4.57094956837796,5.31372071260422,14.5907131394385
128.994415579739,-1.00366263958928,9.6,2.89114708933121,10.5416629537704,4.12875826494221
72.1983560917388,6.73601645201343,9.85,1.41904913353214,14.0700428149624,3.36043105791029
108.839730814493,40.1195302812852,10.02,0.913652997566395,39.5289731796869,6.93101467288633
108.430911131906,102.807447469034,10.15,2.37567338681018,10.5599853299231,10.9989258953909
117.529315771109,-17.214908226364,10.2,2.19050915055047,6.78286170839711,11.2623245374015
134.607746894981,-2.11017795395111,10.3,1.39722878697766,26.3900754815993,18.060729846466
106.104384493319,99.4269538648838,10.38,6.30461590981392,17.1140094414889,8.28503023916284
69.8749236072778,55.6665217846968,10.38,2.41374777541777,4.20527136526241,5.72736340562472
57.542266879754,63.3280671377178,10.73,2.32425303476919,7.30003561344247,17.6876503990769
115.974279703774,-10.2727452312528,10.82,6.09708176280634,4.74379041688358,6.29601044590461
40.613399401407,64.2427697064683,10.92,3.3405515839984,33.4110612736447,30.6597862858868
77.4555481342808,61.7741096832593,11.13,1.02011707680802,9.48245986688889,3.52897695791576
108.811191453137,51.4137972202125,11.22,3.85700172828767,12.387365423239,15.7965732658023
129.07391647542,61.1370848947258,11.23,1.45970056172089,5.080252935887,4.03746385104572
138.102909596164,-13.6871309822652,11.33,2.71577203293827,6.94848074045831,8.26340471341331
73.2387616699273,81.1001383691197,11.45,4.83002135179715,18.9071577714829,8.33176613248443
90.4391826742516,13.0016187679663,11.68,1.16840778372307,40.0885680520377,10.880938114417
92.4397090541252,54.4165006970302,11.73,11.4639720228302,9.76426652170659,10.4334421668739
-18.7137312084362,109.610910662667,11.82,8.18463162986408,5.27433199084696,3.18490154314945
55.550520092185,57.2101692772377,12.15,7.39273720870546,11.8759690216318,3.62270436979411
99.6605800256686,57.6037388558996,12.25,3.23766041539875,6.45269982590731,16.2231081409971
144.287748117121,7.6982379341794,12.25,12.3185845753815,11.9856996285395,17.0178112190961
68.7080177520764,1.6158783788634,12.33,11.4396278946936,9.90463091313422,6.46757998211336
66.9592943731335,2.06429327511014,12.58,5.98199411393428,20.8823434579269,17.756349702615
32.0442480114296,72.3327679778262,12.65,1.79998426372521,8.47423321345804,3.39345299819889
98.7279406803706,62.4388253788104,12.78,4.90554325734601,11.9280907939463,6.85630647613071
56.0413540290151,14.4057758171776,13.27,5.24611835366711,10.7729089178651,25.215094468905
140.134176817323,-18.9815183193048,13.4,1.39874741457185,6.0528518671926,19.4888853586943
129.588046451031,-14.4033318569427,13.45,0.831789852798673,6.52376609162011,17.8804144699285
34.7175248826167,35.8840737028605,13.55,0.978456851881549,12.5486380314784,16.3389759147381
39.1888276224119,51.9495758271276,13.8,3.57311198575404,13.939408729577,5.81355305995414
43.3153689126155,58.7004327019143,13.98,5.5533024535694,10.4512480403766,5.78469150625567
69.3156521136479,-7.40296427859597,14.37,7.40753034468419,20.6745081957696,30.2618903188067
88.2836378095846,31.0390789159763,14.47,5.8384654941404,4.53691875936982,7.40840502843364
91.6081577626753,46.9389838690339,14.58,9.60523182379698,34.5212125003619,15.6703347764596
140.573370520677,43.1582769257667,15.03,3.5899720040791,4.60929205443393,14.40280131451
7.91290173506739,67.0619912927623,15.23,2.06781485941851,8.18710218428197,18.3137804979025
110.088263591618,28.4352927948015,15.3,3.03430382526729,29.6723207363163,21.2746693370018
32.8690190507045,66.7191735112762,15.32,10.345088332281,18.7570605360458,10.4514902660403
28.7172002819426,75.9708793777743,15.67,1.7807099573173,15.9032530298632,6.3683577149874
24.3301719671569,-0.308033316497262,15.72,2.8147052821897,16.1963604423028,18.8006035608577
53.7179869563948,63.8477336091813,15.87,1.01170898650642,21.5466921868239,24.6024325643111
71.3093896624275,5.23925419814136,16.32,0.857707659131377,14.4604114917984,12.6644412543077
151.821482083435,60.3348019926293,16.67,3.31761511583048,13.8442914239715,10.0823736851608
80.8222078866785,31.1248300315231,17.15,3.09930492371579,35.4829064317824,10.6875612418894
135.377015871255,0.807965813538313,17.23,4.78302823484013,33.4515057455818,12.2269602595004
126.991392642644,64.4700690908983,17.42,1.56554408614488,8.52307126461662,4.20853614410967
-12.5737661212292,113.44244077396,17.58,5.02427735222199,18.6215301259715,5.23217941129813
96.6084720809465,90.444794485187,17.9,6.40962310652701,6.63941111810895,7.14309298573508
14.83260057469,88.6736127499638,18.05,6.23507482182108,31.9235777027858,6.79652315743177
46.1457767341861,2.46370807501624,18.9,5.96102969260339,4.84524651430364,6.3738726243333
82.1623305954968,64.6496948309252,19.52,1.02503646310512,7.4545072130545,3.43026961978301
88.6359141675933,48.5704233053874,20.4,4.61752185057536,7.25208374532455,22.7888010886716
