;COORDENADA_X;COORDENADA_Y;HORARIO;DESPACHO;ATENCION;DERIVACION
0;81.6786117686251;55.791568747619934;01:50;6.453398998944977;23.02116203374171;8.645038567151435
1;27.429908521897204;116.203257471502;04:44;10.552830394794345;21.36919374278042;11.869562575119978
2;130.48740806022144;43.35604817230929;05:12;5.68877488319581;18.64912599771401;7.995241629837965
3;50.38198747693835;62.75826961874533;06:00;19.988468425300788;16.907697084668868;6.662878877233204
4;57.05500543501706;80.82480783271635;07:08;1.657838804326152;13.80980640379833;3.915307055689884
5;123.35282143315185;77.28921089323995;07:18;3.9052499172734203;28.16117848591211;2.5112504383325085
6;31.249427728371202;52.34202485749496;07:19;10.720164541719566;18.242411726800142;32.717245718389734
7;84.3060649307128;69.39407655158215;07:22;4.935218895596969;28.21476254911348;9.744391256004647
8;56.03072577181683;86.75297118286281;07:33;2.447661907057059;26.60230611183585;21.165578350756473
9;60.97391331175369;53.09735202478837;07:36;13.860726436656472;10.522341618726033;25.36248619413276
10;53.44063306692206;67.1771155063361;07:45;12.496502456187827;5.631309540078883;22.37980301041334
11;3.5482804050263326;-13.753915718456497;07:51;14.95965170376497;38.20173189924088;24.10808138836176
12;121.50553235017574;12.40432528609973;07:54;2.353839061692396;28.567936606532175;9.22066157568582
13;118.61181225377965;45.89498427478594;08:27;7.924231743581993;10.393111480449267;6.124042133007704
14;115.75446456044762;16.43411294558132;08:32;16.353866171378296;17.959941512526033;15.518957778766536
15;127.90681523652805;2.132241790514257;08:36;16.64947213176915;14.61577225786796;18.69802910466336
16;1.9165791095836475;120.2247732738224;08:46;8.93372509179289;11.408894791428116;12.492109379691477
17;29.55372346791452;72.27356150547038;08:51;8.641598666126596;1.4923951622511442;11.498684152619116
18;66.2735248515211;28.37356612448155;08:53;10.944962717442154;40.2863577909845;3.3049929401371223
19;23.28578439904121;39.2357483936752;09:07;6.499191807934466;6.468472310206836;15.445580570478278
20;45.33592958484559;9.054791079290752;09:07;11.40189688293709;33.79473151918903;20.567816041383956
21;41.760873643677385;16.468640050269684;09:13;0.5372061291561043;38.35409956535181;23.194979544494828
