;COORDENADA_X;COORDENADA_Y;HORARIO;DESPACHO;ATENCION;DERIVACION
0;46.678611768625096;57.791568747619934;01:50;6.453398998944977;7.021162033741712;3.6450385671514356
1;21.429908521897204;119.203257471502;04:46;1.5528303947943445;16.36919374278042;7.869562575119978
2;139.48740806022144;40.35604817230929;05:11;22.688774883195812;18.64912599771401;8.995241629837965
3;53.38198747693835;59.75826961874533;06:05;3.988468425300786;39.90769708466887;5.662878877233204
4;21.05500543501706;63.824807832716346;07:13;1.657838804326152;14.80980640379833;15.915307055689883
5;105.35282143315185;104.28921089323995;07:18;10.90524991727342;17.16117848591211;12.511250438332508
6;30.249427728371202;42.34202485749496;07:19;11.720164541719566;19.242411726800142;34.717245718389734
7;95.3060649307128;56.39407655158215;07:23;8.935218895596968;27.21476254911348;6.744391256004648
8;63.03072577181683;67.75297118286281;07:25;3.447661907057059;19.60230611183585;7.165578350756473
9;41.97391331175369;62.09735202478837;07:36;0.8607264366564724;9.522341618726033;17.36248619413276
10;57.44063306692206;62.17711550633609;07:43;5.496502456187826;9.631309540078883;7.37980301041334
11;5.548280405026333;-14.753915718456497;07:54;2.9596517037649708;32.20173189924088;34.10808138836176
12;140.50553235017574;8.40432528609973;08:00;3.353839061692396;25.567936606532175;16.22066157568582
13;132.61181225377965;22.89498427478594;08:27;12.924231743581993;3.393111480449268;13.124042133007704
14;142.75446456044762;11.434112945581319;08:28;17.353866171378296;0.9599415125260329;10.518957778766536
15;127.90681523652805;14.132241790514257;08:33;18.64947213176915;26.61577225786796;18.69802910466336
16;-10.083420890416352;112.2247732738224;08:50;12.93372509179289;1.408894791428116;14.492109379691477
17;29.55372346791452;79.27356150547038;08:51;5.641598666126596;15.492395162251144;16.498684152619116
18;77.2735248515211;18.37356612448155;08:53;3.9449627174421544;45.2863577909845;9.304992940137122
19;10.285784399041209;55.2357483936752;09:04;1.4991918079344657;8.468472310206836;24.445580570478278
20;54.33592958484559;10.054791079290752;09:07;0.40189688293708903;34.79473151918903;4.567816041383956
21;51.760873643677385;26.468640050269684;09:13;7.537206129156104;22.35409956535181;20.194979544494828
22;33.32605583583664;41.54636231383928;09:16;7.465509017256831;31.316574505580576;7.467308638538109
23;139.47172028327398;82.246178019177;09:19;9.892253576099582;1.7615660206553354;4.298776847039788
24;129.53504220230576;46.29092274499365;09:29;8.650603569236171;17.898357137439138;19.01103713247691
25;13.597999896886027;104.27666916530136;09:31;1.2295265586825952;31.769301292142742;27.807712689455578
26;12.678655570416574;89.53524306591676;09:58;7.66466088705043;12.65169141305018;28.49428877434848
27;75.65147528581475;16.461425000418934;10:00;8.9137723002005;46.352833832114;26.473013578543444
28;47.67036038349866;84.05829863085928;10:00;15.03259038275063;12.352240640305219;18.488965297261746
29;62.14717524467413;60.113661370351565;10:22;17.12326710810999;20.54611845736152;14.368114715951993
30;117.602944483502;-6.101983992837104;10:29;13.892514930593945;8.764647662407912;13.42374268259446
31;59.69801323163119;77.15222436504004;10:33;9.718536920251763;1.895978088226073;10.112943760948356
32;54.14737545701946;49.80416203882998;10:33;3.7061315492846134;42.64957968088231;12.17062038818788
33;34.14027927700344;117.7395188931758;10:39;10.489614131110352;7.048119606108459;12.050818801523945
34;43.15867178351996;38.92891122372173;10:48;0.6446703198762048;14.240725042745476;2.547617741893665
35;59.5081618357102;48.62114813637179;10:55;11.842836118169513;6.31324453070872;35.6465071911543
36;129.92747867180643;16.654367019397306;11:00;9.755349251853758;16.782169016184252;7.9959171107833935
37;33.41133482172146;60.28856967836259;11:23;12.999886551364618;25.67911393485096;0.8170934028335637
38;97.16111649842738;87.88392769342948;11:26;12.020549064458272;21.34512687598513;9.041522534627125
39;61.70409334244934;15.556984746115543;11:27;2.6763711576454394;27.92809632166587;0.4951859252713433
40;64.89600037978981;8.901798744531717;11:33;6.592979021200189;16.77731025255509;20.425731856600216
41;135.54099988344734;15.502290840426669;11:34;9.432467024935576;3.027871458746306;16.20444325950911
42;68.56149915734797;31.585244791290577;11:56;1.208598481538472;21.76040878124692;6.472734708863479
43;76.65600380179772;16.7220832486557;12:18;8.877798738230297;22.276696939411927;0.44958518856352114
44;68.00209664123777;31.067026147801542;13:02;17.562830272203843;23.713171634896277;16.600386119590564
45;117.37643916117202;44.32964292535941;13:04;8.211833711804184;5.08930684149659;9.384261669344585
46;31.961439840168243;2.0478062470499374;13:15;8.66752521008813;11.169179593583332;25.101674079575663
47;35.01808230748553;57.76046684665088;13:20;12.32668707119258;20.178550264938437;17.091868259596044
48;104.1671615736891;50.448365243021726;13:36;9.508431216330154;12.743308473353684;12.774918427891826
